,start,end,featlen,totlen,percent,type,name,gene
IKZF3,,,,509.0,,,,IKZF3
KMT2C_436_489_DOMAIN,436.0,489.0,53.0,4911.0,0.010792099368764,DOMAIN,DHHC,KMT2C
KMT2C_4545_4605_DOMAIN,4545.0,4605.0,60.0,4911.0,0.012217470983506415,DOMAIN,FYR N-terminal,KMT2C
KMT2C_4606_4691_DOMAIN,4606.0,4691.0,85.0,4911.0,0.017308083893300755,DOMAIN,FYR C-terminal,KMT2C
KMT2C_4771_4887_DOMAIN,4771.0,4887.0,116.0,4911.0,0.023620443901445735,DOMAIN,SET,KMT2C
KMT2C_4895_4911_DOMAIN,4895.0,4911.0,16.0,4911.0,0.003257992262268377,DOMAIN,Post-SET,KMT2C
KMT2C_4848_4849_REGION,4848.0,4849.0,1.0,4911.0,0.00020362451639177357,REGION,S-adenosyl-L-methionine binding,KMT2C
CHD4_494_594_DOMAIN,494.0,594.0,100.0,1912.0,0.05230125523012552,DOMAIN,Chromo 1,CHD4
CHD4_622_697_DOMAIN,622.0,697.0,75.0,1912.0,0.03922594142259414,DOMAIN,Chromo 2,CHD4
CHD4_738_922_DOMAIN,738.0,922.0,184.0,1912.0,0.09623430962343096,DOMAIN,Helicase ATP-binding,CHD4
CHD4_1054_1203_DOMAIN,1054.0,1203.0,149.0,1912.0,0.07792887029288703,DOMAIN,Helicase C-terminal,CHD4
CHD4_1577_1912_REGION,1577.0,1912.0,335.0,1912.0,0.1752092050209205,REGION,Required for interaction with PCNT,CHD4
CHD4_873_876_MOTIF,873.0,876.0,3.0,1912.0,0.0015690376569037657,MOTIF,DEAH box,CHD4
TEK_44_123_DOMAIN,44.0,123.0,79.0,1124.0,0.07028469750889679,DOMAIN,Ig-like C2-type 1,TEK
TEK_210_252_DOMAIN,210.0,252.0,42.0,1124.0,0.037366548042704624,DOMAIN,EGF-like 1,TEK
TEK_254_299_DOMAIN,254.0,299.0,45.0,1124.0,0.0400355871886121,DOMAIN,EGF-like 2,TEK
TEK_301_341_DOMAIN,301.0,341.0,40.0,1124.0,0.03558718861209965,DOMAIN,EGF-like 3,TEK
TEK_350_440_DOMAIN,350.0,440.0,90.0,1124.0,0.0800711743772242,DOMAIN,Ig-like C2-type 2,TEK
TEK_447_541_DOMAIN,447.0,541.0,94.0,1124.0,0.08362989323843416,DOMAIN,Fibronectin type-III 1,TEK
TEK_545_636_DOMAIN,545.0,636.0,91.0,1124.0,0.0809608540925267,DOMAIN,Fibronectin type-III 2,TEK
TEK_641_735_DOMAIN,641.0,735.0,94.0,1124.0,0.08362989323843416,DOMAIN,Fibronectin type-III 3,TEK
TEK_824_1096_DOMAIN,824.0,1096.0,272.0,1124.0,0.24199288256227758,DOMAIN,Protein kinase,TEK
SMAD3_10_136_DOMAIN,10.0,136.0,126.0,425.0,0.2964705882352941,DOMAIN,MH1,SMAD3
SMAD3_232_425_DOMAIN,232.0,425.0,193.0,425.0,0.4541176470588235,DOMAIN,MH2,SMAD3
SMAD3_137_231_REGION,137.0,231.0,94.0,425.0,0.2211764705882353,REGION,Linker,SMAD3
SMAD3_271_324_REGION,271.0,324.0,53.0,425.0,0.12470588235294118,REGION,Sufficient for interaction with XPO4,SMAD3
SOX9,,,,509.0,,,,SOX9
AXIN1_88_211_DOMAIN,88.0,211.0,123.0,862.0,0.14269141531322505,DOMAIN,RGS,AXIN1
AXIN1_780_862_DOMAIN,780.0,862.0,82.0,862.0,0.0951276102088167,DOMAIN,DIX,AXIN1
AXIN1_209_338_REGION,209.0,338.0,129.0,862.0,0.14965197215777262,REGION,Interaction with TP53,AXIN1
AXIN1_348_433_REGION,348.0,433.0,85.0,862.0,0.09860788863109049,REGION,Interaction with GSK3B,AXIN1
AXIN1_434_502_REGION,434.0,502.0,68.0,862.0,0.07888631090487239,REGION,Interaction with CTNNB1,AXIN1
AXIN1_507_757_REGION,507.0,757.0,250.0,862.0,0.2900232018561485,REGION,Interaction with RNF111,AXIN1
AXIN1_575_789_REGION,575.0,789.0,214.0,862.0,0.2482598607888631,REGION,Interaction with PPP2CA,AXIN1
AXIN1_677_752_REGION,677.0,752.0,75.0,862.0,0.08700696055684455,REGION,Interaction with HIPK2,AXIN1
AXIN1_20_29_MOTIF,20.0,29.0,9.0,862.0,0.010440835266821345,MOTIF,Tankyrase-binding motif,AXIN1
YY1AP1,,,,796.0,,,,YY1AP1
BRSK1_34_285_DOMAIN,34.0,285.0,251.0,778.0,0.3226221079691517,DOMAIN,Protein kinase,BRSK1
BRSK1_314_356_DOMAIN,314.0,356.0,42.0,778.0,0.05398457583547558,DOMAIN,UBA,BRSK1
ELP2,,,,826.0,,,,ELP2
MALT1_39_126_DOMAIN,39.0,126.0,87.0,824.0,0.10558252427184465,DOMAIN,Death,MALT1
MALT1_125_201_DOMAIN,125.0,201.0,76.0,824.0,0.09223300970873786,DOMAIN,Ig-like C2-type 1,MALT1
MALT1_212_305_DOMAIN,212.0,305.0,93.0,824.0,0.11286407766990292,DOMAIN,Ig-like C2-type 2,MALT1
MALT1_348_562_REGION,348.0,562.0,214.0,824.0,0.25970873786407767,REGION,Caspase-like,MALT1
MALT1_369_376_MOTIF,369.0,376.0,7.0,824.0,0.00849514563106796,MOTIF,Nuclear export signal,MALT1
TNFRSF11A,,,,616.0,,,,TNFRSF11A
ZNF24_52_134_DOMAIN,52.0,134.0,82.0,368.0,0.22282608695652173,DOMAIN,SCAN box,ZNF24
ZNF24_251_301_REGION,251.0,301.0,50.0,368.0,0.1358695652173913,REGION,Necessary and sufficient for nuclear localization,ZNF24
MIB1_6_74_DOMAIN,6.0,74.0,68.0,1006.0,0.06759443339960239,DOMAIN,MIB/HERC2 1,MIB1
MIB1_143_221_DOMAIN,143.0,221.0,78.0,1006.0,0.0775347912524851,DOMAIN,MIB/HERC2 2,MIB1
MYO18A_220_311_DOMAIN,220.0,311.0,91.0,2054.0,0.04430379746835443,DOMAIN,PDZ,MYO18A
MYO18A_349_401_DOMAIN,349.0,401.0,52.0,2054.0,0.02531645569620253,DOMAIN,Myosin N-terminal SH3-like,MYO18A
MYO18A_405_1185_DOMAIN,405.0,1185.0,780.0,2054.0,0.379746835443038,DOMAIN,Myosin motor,MYO18A
MYO18A_1188_1217_DOMAIN,1188.0,1217.0,29.0,2054.0,0.014118792599805257,DOMAIN,IQ,MYO18A
MYO18A_1_398_REGION,1.0,398.0,397.0,2054.0,0.19328140214216163,REGION,Mediates nucleotide-independent binding to F-actin and interaction with GOLPH3,MYO18A
MYO18A_114_118_MOTIF,114.0,118.0,4.0,2054.0,0.0019474196689386564,MOTIF,Interaction with actin,MYO18A
DDX3X_211_403_DOMAIN,211.0,403.0,192.0,662.0,0.29003021148036257,DOMAIN,Helicase ATP-binding,DDX3X
DDX3X_414_575_DOMAIN,414.0,575.0,161.0,662.0,0.243202416918429,DOMAIN,Helicase C-terminal,DDX3X
DDX3X_2_139_REGION,2.0,139.0,137.0,662.0,0.20694864048338368,REGION,Required for TBK1 and IKBKE-dependent IFN-beta activation,DDX3X
DDX3X_2_100_REGION,2.0,100.0,98.0,662.0,0.14803625377643503,REGION,Interaction with EIF4E,DDX3X
DDX3X_81_90_REGION,81.0,90.0,9.0,662.0,0.013595166163141994,REGION,Required for interaction with VACV protein K7,DDX3X
DDX3X_100_662_REGION,100.0,662.0,562.0,662.0,0.8489425981873112,REGION,Interaction with GSK3B,DDX3X
DDX3X_100_110_REGION,100.0,110.0,10.0,662.0,0.015105740181268883,REGION,Required for interaction with IKBKE,DDX3X
DDX3X_250_259_REGION,250.0,259.0,9.0,662.0,0.013595166163141994,REGION,"Involved in stimulation of ATPase activity by DNA and RNA, nucleic acid binding and unwinding and HIV-1 replication",DDX3X
DDX3X_260_517_REGION,260.0,517.0,257.0,662.0,0.38821752265861026,REGION,Necessary for interaction with XPO1,DDX3X
DDX3X_180_208_MOTIF,180.0,208.0,28.0,662.0,0.04229607250755287,MOTIF,Q motif,DDX3X
DDX3X_347_350_MOTIF,347.0,350.0,3.0,662.0,0.004531722054380665,MOTIF,DEAD box,DDX3X
SDHA,,,,664.0,,,,SDHA
NQO1_126_128_REGION,126.0,128.0,2.0,274.0,0.0072992700729927005,REGION,Substrate binding,NQO1
APH1A,,,,265.0,,,,APH1A
CAD_177_363_DOMAIN,177.0,363.0,186.0,2225.0,0.08359550561797753,DOMAIN,Glutamine amidotransferase type-1,CAD
CAD_519_711_DOMAIN,519.0,711.0,192.0,2225.0,0.08629213483146067,DOMAIN,ATP-grasp 1,CAD
CAD_1052_1243_DOMAIN,1052.0,1243.0,191.0,2225.0,0.08584269662921348,DOMAIN,ATP-grasp 2,CAD
CAD_1308_1462_DOMAIN,1308.0,1462.0,154.0,2225.0,0.06921348314606741,DOMAIN,MGS-like,CAD
CAD_2_365_REGION,2.0,365.0,363.0,2225.0,0.16314606741573034,REGION,GATase (Glutamine amidotransferase),CAD
CAD_366_394_REGION,366.0,394.0,28.0,2225.0,0.012584269662921348,REGION,Linker,CAD
CAD_395_1455_REGION,395.0,1455.0,1060.0,2225.0,0.4764044943820225,REGION,CPSase (Carbamoyl-phosphate synthase),CAD
CAD_395_933_REGION,395.0,933.0,538.0,2225.0,0.24179775280898877,REGION,CPSase A,CAD
CAD_934_1455_REGION,934.0,1455.0,521.0,2225.0,0.23415730337078652,REGION,CPSase B,CAD
CAD_1456_1788_REGION,1456.0,1788.0,332.0,2225.0,0.14921348314606742,REGION,DHOase (dihydroorotase),CAD
CAD_1789_1917_REGION,1789.0,1917.0,128.0,2225.0,0.05752808988764045,REGION,Linker,CAD
CAD_1918_2225_REGION,1918.0,2225.0,307.0,2225.0,0.13797752808988764,REGION,ATCase (Aspartate transcarbamylase),CAD
CD70,,,,193.0,,,,CD70
GADD45B,,,,160.0,,,,GADD45B
DICER1_51_227_DOMAIN,51.0,227.0,176.0,1922.0,0.09157127991675339,DOMAIN,Helicase ATP-binding,DICER1
DICER1_433_602_DOMAIN,433.0,602.0,169.0,1922.0,0.08792924037460978,DOMAIN,Helicase C-terminal,DICER1
DICER1_630_722_DOMAIN,630.0,722.0,92.0,1922.0,0.047866805411030174,DOMAIN,Dicer dsRNA-binding fold,DICER1
DICER1_891_1042_DOMAIN,891.0,1042.0,151.0,1922.0,0.0785639958376691,DOMAIN,PAZ,DICER1
DICER1_1276_1403_DOMAIN,1276.0,1403.0,127.0,1922.0,0.06607700312174818,DOMAIN,RNase III 1,DICER1
DICER1_1666_1824_DOMAIN,1666.0,1824.0,158.0,1922.0,0.08220603537981269,DOMAIN,RNase III 2,DICER1
DICER1_1849_1914_DOMAIN,1849.0,1914.0,65.0,1922.0,0.033818938605619145,DOMAIN,DRBM,DICER1
DICER1_256_595_REGION,256.0,595.0,339.0,1922.0,0.17637877211238293,REGION,Required for interaction with PRKRA and TARBP2,DICER1
DICER1_175_178_MOTIF,175.0,178.0,3.0,1922.0,0.0015608740894901144,MOTIF,DECH box,DICER1
NUP98_738_880_DOMAIN,738.0,880.0,142.0,1817.0,0.07815079801871216,DOMAIN,Peptidase S59,NUP98
NUP98_1_156_REGION,1.0,156.0,155.0,1817.0,0.085305448541552,REGION,FG repeats 1,NUP98
NUP98_157_213_REGION,157.0,213.0,56.0,1817.0,0.030820033021463952,REGION,GLEBS; interaction with RAE1,NUP98
NUP98_214_480_REGION,214.0,480.0,266.0,1817.0,0.14639515685195378,REGION,FG repeats 2,NUP98
PPARG_238_503_DOMAIN,238.0,503.0,265.0,505.0,0.5247524752475248,DOMAIN,NR LBD,PPARG
PPARG_205_280_REGION,205.0,280.0,75.0,505.0,0.1485148514851485,REGION,Interaction with FAM120B,PPARG
INPP4B_25_149_DOMAIN,25.0,149.0,124.0,924.0,0.1341991341991342,DOMAIN,C2,INPP4B
LTK_510_786_DOMAIN,510.0,786.0,276.0,864.0,0.3194444444444444,DOMAIN,Protein kinase,LTK
RANBP2_1171_1307_DOMAIN,1171.0,1307.0,136.0,3224.0,0.04218362282878412,DOMAIN,RanBD1 1,RANBP2
RANBP2_2012_2148_DOMAIN,2012.0,2148.0,136.0,3224.0,0.04218362282878412,DOMAIN,RanBD1 2,RANBP2
RANBP2_2309_2445_DOMAIN,2309.0,2445.0,136.0,3224.0,0.04218362282878412,DOMAIN,RanBD1 3,RANBP2
RANBP2_2911_3046_DOMAIN,2911.0,3046.0,135.0,3224.0,0.04187344913151365,DOMAIN,RanBD1 4,RANBP2
RANBP2_3067_3223_DOMAIN,3067.0,3223.0,156.0,3224.0,0.04838709677419355,DOMAIN,PPIase cyclophilin-type,RANBP2
RANBP2_1001_3206_REGION,1001.0,3206.0,2205.0,3224.0,0.6839330024813896,REGION,22 X 2 AA repeats of F-G,RANBP2
RANBP2_2147_2287_REGION,2147.0,2287.0,140.0,3224.0,0.043424317617866005,REGION,Interaction with BICD2,RANBP2
RANBP2_2631_2635_REGION,2631.0,2635.0,4.0,3224.0,0.0012406947890818859,REGION,Interaction with sumoylated RANGAP1,RANBP2
RANBP2_2633_2761_REGION,2633.0,2761.0,128.0,3224.0,0.03970223325062035,REGION,2 X 50 AA approximate repeats,RANBP2
RANBP2_2633_2710_REGION,2633.0,2710.0,77.0,3224.0,0.023883374689826303,REGION,Required for E3 SUMO-ligase activity,RANBP2
RANBP2_2633_2685_REGION,2633.0,2685.0,52.0,3224.0,0.016129032258064516,REGION,Interaction with UBE2I,RANBP2
RANBP2_2686_2761_REGION,2686.0,2761.0,75.0,3224.0,0.02326302729528536,REGION,Interaction with SUMO1,RANBP2
HIST1H2AG,,,,130.0,,,,HIST1H2AG
HIST1H3B,,,,136.0,,,,HIST1H3B
NUDT1_44_173_DOMAIN,44.0,173.0,129.0,197.0,0.6548223350253807,DOMAIN,Nudix hydrolase,NUDT1
NUDT1_76_79_REGION,76.0,79.0,3.0,197.0,0.015228426395939087,REGION,Substrate binding,NUDT1
NUDT1_158_161_REGION,158.0,161.0,3.0,197.0,0.015228426395939087,REGION,Substrate binding,NUDT1
NUDT1_78_99_MOTIF,78.0,99.0,21.0,197.0,0.1065989847715736,MOTIF,Nudix box,NUDT1
RAC1_32_40_MOTIF,32.0,40.0,8.0,192.0,0.041666666666666664,MOTIF,Effector region,RAC1
SPTA1_977_1036_DOMAIN,977.0,1036.0,59.0,2419.0,0.024390243902439025,DOMAIN,SH3,SPTA1
SPTA1_2271_2306_DOMAIN,2271.0,2306.0,35.0,2419.0,0.014468788755684168,DOMAIN,EF-hand 1,SPTA1
SPTA1_2314_2349_DOMAIN,2314.0,2349.0,35.0,2419.0,0.014468788755684168,DOMAIN,EF-hand 2,SPTA1
SPTA1_2352_2386_DOMAIN,2352.0,2386.0,34.0,2419.0,0.014055394791236048,DOMAIN,EF-hand 3,SPTA1
DTX1_14_94_DOMAIN,14.0,94.0,80.0,620.0,0.12903225806451613,DOMAIN,WWE 1,DTX1
DTX1_95_171_DOMAIN,95.0,171.0,76.0,620.0,0.12258064516129032,DOMAIN,WWE 2,DTX1
DTX1_230_233_MOTIF,230.0,233.0,3.0,620.0,0.004838709677419355,MOTIF,SH3-binding,DTX1
ETS1_51_136_DOMAIN,51.0,136.0,85.0,441.0,0.1927437641723356,DOMAIN,PNT,ETS1
ETS1_130_243_REGION,130.0,243.0,113.0,441.0,0.2562358276643991,REGION,Activation domain; required for transcription activation,ETS1
PCBP1_13_75_DOMAIN,13.0,75.0,62.0,356.0,0.17415730337078653,DOMAIN,KH 1,PCBP1
PCBP1_97_162_DOMAIN,97.0,162.0,65.0,356.0,0.18258426966292135,DOMAIN,KH 2,PCBP1
PCBP1_279_343_DOMAIN,279.0,343.0,64.0,356.0,0.1797752808988764,DOMAIN,KH 3,PCBP1
POT1_33_48_REGION,33.0,48.0,15.0,634.0,0.02365930599369085,REGION,DNA binding,POT1
POT1_270_273_REGION,270.0,273.0,3.0,634.0,0.00473186119873817,REGION,DNA binding,POT1
FAT1_35_149_DOMAIN,35.0,149.0,114.0,4588.0,0.024847428073234524,DOMAIN,Cadherin 1,FAT1
FAT1_150_257_DOMAIN,150.0,257.0,107.0,4588.0,0.023321708805579773,DOMAIN,Cadherin 2,FAT1
FAT1_368_463_DOMAIN,368.0,463.0,95.0,4588.0,0.02070619006102877,DOMAIN,Cadherin 3,FAT1
FAT1_464_569_DOMAIN,464.0,569.0,105.0,4588.0,0.022885789014821273,DOMAIN,Cadherin 4,FAT1
FAT1_570_673_DOMAIN,570.0,673.0,103.0,4588.0,0.022449869224062773,DOMAIN,Cadherin 5,FAT1
FAT1_718_822_DOMAIN,718.0,822.0,104.0,4588.0,0.022667829119442023,DOMAIN,Cadherin 6,FAT1
FAT1_823_927_DOMAIN,823.0,927.0,104.0,4588.0,0.022667829119442023,DOMAIN,Cadherin 7,FAT1
FAT1_928_1034_DOMAIN,928.0,1034.0,106.0,4588.0,0.023103748910200523,DOMAIN,Cadherin 8,FAT1
FAT1_1035_1139_DOMAIN,1035.0,1139.0,104.0,4588.0,0.022667829119442023,DOMAIN,Cadherin 9,FAT1
FAT1_1140_1245_DOMAIN,1140.0,1245.0,105.0,4588.0,0.022885789014821273,DOMAIN,Cadherin 10,FAT1
FAT1_1246_1357_DOMAIN,1246.0,1357.0,111.0,4588.0,0.024193548387096774,DOMAIN,Cadherin 11,FAT1
FAT1_1359_1456_DOMAIN,1359.0,1456.0,97.0,4588.0,0.021142109851787272,DOMAIN,Cadherin 12,FAT1
FAT1_1457_1562_DOMAIN,1457.0,1562.0,105.0,4588.0,0.022885789014821273,DOMAIN,Cadherin 13,FAT1
FAT1_1563_1667_DOMAIN,1563.0,1667.0,104.0,4588.0,0.022667829119442023,DOMAIN,Cadherin 14,FAT1
FAT1_1668_1765_DOMAIN,1668.0,1765.0,97.0,4588.0,0.021142109851787272,DOMAIN,Cadherin 15,FAT1
FAT1_1766_1879_DOMAIN,1766.0,1879.0,113.0,4588.0,0.024629468177855274,DOMAIN,Cadherin 16,FAT1
FAT1_1880_1979_DOMAIN,1880.0,1979.0,99.0,4588.0,0.021578029642545772,DOMAIN,Cadherin 17,FAT1
FAT1_1980_2081_DOMAIN,1980.0,2081.0,101.0,4588.0,0.022013949433304272,DOMAIN,Cadherin 18,FAT1
FAT1_2082_2182_DOMAIN,2082.0,2182.0,100.0,4588.0,0.021795989537925022,DOMAIN,Cadherin 19,FAT1
FAT1_2183_2283_DOMAIN,2183.0,2283.0,100.0,4588.0,0.021795989537925022,DOMAIN,Cadherin 20,FAT1
FAT1_2284_2390_DOMAIN,2284.0,2390.0,106.0,4588.0,0.023103748910200523,DOMAIN,Cadherin 21,FAT1
FAT1_2391_2492_DOMAIN,2391.0,2492.0,101.0,4588.0,0.022013949433304272,DOMAIN,Cadherin 22,FAT1
FAT1_2493_2596_DOMAIN,2493.0,2596.0,103.0,4588.0,0.022449869224062773,DOMAIN,Cadherin 23,FAT1
FAT1_2597_2703_DOMAIN,2597.0,2703.0,106.0,4588.0,0.023103748910200523,DOMAIN,Cadherin 24,FAT1
FAT1_2704_2809_DOMAIN,2704.0,2809.0,105.0,4588.0,0.022885789014821273,DOMAIN,Cadherin 25,FAT1
FAT1_2810_2918_DOMAIN,2810.0,2918.0,108.0,4588.0,0.023539668700959023,DOMAIN,Cadherin 26,FAT1
FAT1_2919_3023_DOMAIN,2919.0,3023.0,104.0,4588.0,0.022667829119442023,DOMAIN,Cadherin 27,FAT1
FAT1_3024_3125_DOMAIN,3024.0,3125.0,101.0,4588.0,0.022013949433304272,DOMAIN,Cadherin 28,FAT1
FAT1_3126_3230_DOMAIN,3126.0,3230.0,104.0,4588.0,0.022667829119442023,DOMAIN,Cadherin 29,FAT1
FAT1_3231_3335_DOMAIN,3231.0,3335.0,104.0,4588.0,0.022667829119442023,DOMAIN,Cadherin 30,FAT1
FAT1_3336_3440_DOMAIN,3336.0,3440.0,104.0,4588.0,0.022667829119442023,DOMAIN,Cadherin 31,FAT1
FAT1_3441_3545_DOMAIN,3441.0,3545.0,104.0,4588.0,0.022667829119442023,DOMAIN,Cadherin 32,FAT1
FAT1_3546_3647_DOMAIN,3546.0,3647.0,101.0,4588.0,0.022013949433304272,DOMAIN,Cadherin 33,FAT1
FAT1_3790_3827_DOMAIN,3790.0,3827.0,37.0,4588.0,0.008064516129032258,DOMAIN,EGF-like 1,FAT1
FAT1_3829_4009_DOMAIN,3829.0,4009.0,180.0,4588.0,0.03923278116826504,DOMAIN,Laminin G-like,FAT1
FAT1_4013_4050_DOMAIN,4013.0,4050.0,37.0,4588.0,0.008064516129032258,DOMAIN,EGF-like 2,FAT1
FAT1_4052_4088_DOMAIN,4052.0,4088.0,36.0,4588.0,0.007846556233653008,DOMAIN,EGF-like 3,FAT1
FAT1_4089_4125_DOMAIN,4089.0,4125.0,36.0,4588.0,0.007846556233653008,DOMAIN,EGF-like 4,FAT1
FAT1_4127_4163_DOMAIN,4127.0,4163.0,36.0,4588.0,0.007846556233653008,DOMAIN,EGF-like 5; calcium-binding,FAT1
FAT1_4204_4214_MOTIF,4204.0,4214.0,10.0,4588.0,0.002179598953792502,MOTIF,Nuclear localization signal,FAT1
FAT1_4378_4382_MOTIF,4378.0,4382.0,4.0,4588.0,0.0008718395815170009,MOTIF,PTB-like motif,FAT1
KDM2B_178_346_DOMAIN,178.0,346.0,168.0,1336.0,0.12574850299401197,DOMAIN,JmjC,KDM2B
KDM2B_1059_1105_DOMAIN,1059.0,1105.0,46.0,1336.0,0.0344311377245509,DOMAIN,F-box,KDM2B
LZTR1_443_537_DOMAIN,443.0,537.0,94.0,840.0,0.11190476190476191,DOMAIN,BTB 1,LZTR1
LZTR1_667_736_DOMAIN,667.0,736.0,69.0,840.0,0.08214285714285714,DOMAIN,BTB 2,LZTR1
PIK3CB_26_115_DOMAIN,26.0,115.0,89.0,1070.0,0.08317757009345794,DOMAIN,PI3K-ABD,PIK3CB
PIK3CB_194_285_DOMAIN,194.0,285.0,91.0,1070.0,0.08504672897196262,DOMAIN,PI3K-RBD,PIK3CB
PIK3CB_327_496_DOMAIN,327.0,496.0,169.0,1070.0,0.15794392523364487,DOMAIN,C2 PI3K-type,PIK3CB
PIK3CB_524_701_DOMAIN,524.0,701.0,177.0,1070.0,0.16542056074766356,DOMAIN,PIK helical,PIK3CB
PIK3CB_800_1067_DOMAIN,800.0,1067.0,267.0,1070.0,0.24953271028037383,DOMAIN,PI3K/PI4K,PIK3CB
PIK3CB_410_418_MOTIF,410.0,418.0,8.0,1070.0,0.007476635514018692,MOTIF,Nuclear localization signal,PIK3CB
GATA4,,,,442.0,,,,GATA4
PREX2_23_214_DOMAIN,23.0,214.0,191.0,1606.0,0.11892901618929017,DOMAIN,DH,PREX2
PREX2_245_361_DOMAIN,245.0,361.0,116.0,1606.0,0.0722291407222914,DOMAIN,PH,PREX2
PREX2_390_464_DOMAIN,390.0,464.0,74.0,1606.0,0.0460772104607721,DOMAIN,DEP 1,PREX2
PREX2_491_566_DOMAIN,491.0,566.0,75.0,1606.0,0.046699875466998754,DOMAIN,DEP 2,PREX2
PREX2_592_671_DOMAIN,592.0,671.0,79.0,1606.0,0.04919053549190536,DOMAIN,PDZ 1,PREX2
PREX2_677_754_DOMAIN,677.0,754.0,77.0,1606.0,0.04794520547945205,DOMAIN,PDZ 2,PREX2
FOXP1_348_369_REGION,348.0,369.0,21.0,677.0,0.0310192023633678,REGION,Leucine-zipper,FOXP1
FOXP1_382_386_REGION,382.0,386.0,4.0,677.0,0.005908419497784343,REGION,CTBP1-binding,FOXP1
RBM10_129_209_DOMAIN,129.0,209.0,80.0,930.0,0.08602150537634409,DOMAIN,RRM 1,RBM10
RBM10_300_384_DOMAIN,300.0,384.0,84.0,930.0,0.09032258064516129,DOMAIN,RRM 2,RBM10
RBM10_858_904_DOMAIN,858.0,904.0,46.0,930.0,0.04946236559139785,DOMAIN,G-patch,RBM10
ERCC4_683_763_DOMAIN,683.0,763.0,80.0,916.0,0.08733624454148471,DOMAIN,ERCC4,ERCC4
ERCC4_1_457_REGION,1.0,457.0,456.0,916.0,0.4978165938864629,REGION,Helicase-like,ERCC4
ERCC4_233_254_REGION,233.0,254.0,21.0,916.0,0.02292576419213974,REGION,Leucine-zipper 1,ERCC4
ERCC4_270_298_REGION,270.0,298.0,28.0,916.0,0.03056768558951965,REGION,Leucine-zipper 2,ERCC4
ERCC4_658_813_REGION,658.0,813.0,155.0,916.0,0.16921397379912664,REGION,Nuclease,ERCC4
ERCC4_837_905_REGION,837.0,905.0,68.0,916.0,0.07423580786026202,REGION,"HhH2, dimerization with ERCC1",ERCC4
ERCC4_486_491_MOTIF,486.0,491.0,5.0,916.0,0.0054585152838427945,MOTIF,Nuclear localization signal,ERCC4
CYLD_153_198_DOMAIN,153.0,198.0,45.0,956.0,0.04707112970711297,DOMAIN,CAP-Gly 1,CYLD
CYLD_253_286_DOMAIN,253.0,286.0,33.0,956.0,0.034518828451882845,DOMAIN,CAP-Gly 2,CYLD
CYLD_492_535_DOMAIN,492.0,535.0,43.0,956.0,0.04497907949790795,DOMAIN,CAP-Gly 3,CYLD
CYLD_592_950_DOMAIN,592.0,950.0,358.0,956.0,0.37447698744769875,DOMAIN,USP,CYLD
CYLD_106_593_REGION,106.0,593.0,487.0,956.0,0.5094142259414226,REGION,Interaction with TRIP,CYLD
CYLD_394_469_REGION,394.0,469.0,75.0,956.0,0.07845188284518828,REGION,Interaction with TRAF2,CYLD
CYLD_470_554_REGION,470.0,554.0,84.0,956.0,0.08786610878661087,REGION,Interaction with IKBKG/NEMO,CYLD
CYLD_781_833_REGION,781.0,833.0,52.0,956.0,0.05439330543933055,REGION,B-box,CYLD
PRKN_1_76_DOMAIN,1.0,76.0,75.0,465.0,0.16129032258064516,DOMAIN,Ubiquitin-like,PRKN
PRKN_204_238_REGION,204.0,238.0,34.0,465.0,0.07311827956989247,REGION,SYT11 binding 1,PRKN
PRKN_234_465_REGION,234.0,465.0,231.0,465.0,0.4967741935483871,REGION,TRIAD supradomain,PRKN
PRKN_257_293_REGION,257.0,293.0,36.0,465.0,0.07741935483870968,REGION,SYT11 binding 2,PRKN
PRKN_378_410_REGION,378.0,410.0,32.0,465.0,0.06881720430107527,REGION,REP,PRKN
PRSS1_24_244_DOMAIN,24.0,244.0,220.0,247.0,0.8906882591093117,DOMAIN,Peptidase S1,PRSS1
TERT_605_935_DOMAIN,605.0,935.0,330.0,1132.0,0.2915194346289753,DOMAIN,Reverse transcriptase,TERT
TERT_1_230_REGION,1.0,230.0,229.0,1132.0,0.20229681978798586,REGION,RNA-interacting domain 1,TERT
TERT_58_197_REGION,58.0,197.0,139.0,1132.0,0.12279151943462897,REGION,GQ motif,TERT
TERT_137_141_REGION,137.0,141.0,4.0,1132.0,0.0035335689045936395,REGION,Required for regulating specificity for telomeric DNA and for processivity for primer elongation,TERT
TERT_231_324_REGION,231.0,324.0,93.0,1132.0,0.08215547703180212,REGION,Linker,TERT
TERT_301_538_REGION,301.0,538.0,237.0,1132.0,0.20936395759717313,REGION,Required for oligomerization,TERT
TERT_325_550_REGION,325.0,550.0,225.0,1132.0,0.19876325088339222,REGION,RNA-interacting domain 2,TERT
TERT_376_521_REGION,376.0,521.0,145.0,1132.0,0.12809187279151943,REGION,QFP motif,TERT
TERT_397_417_REGION,397.0,417.0,20.0,1132.0,0.0176678445229682,REGION,CP motif,TERT
TERT_914_928_REGION,914.0,928.0,14.0,1132.0,0.012367491166077738,REGION,Required for oligomerization,TERT
TERT_930_934_REGION,930.0,934.0,4.0,1132.0,0.0035335689045936395,REGION,Primer grip sequence,TERT
TERT_936_1132_REGION,936.0,1132.0,196.0,1132.0,0.17314487632508835,REGION,CTE,TERT
TERT_222_240_MOTIF,222.0,240.0,18.0,1132.0,0.015901060070671377,MOTIF,Bipartite nuclear localization signal,TERT
