Hugo_Symbol	Entrez_Gene_Id	Center	Tumor_Sample_Barcode	Fusion	DNA_support	RNA_support	Method	Frame	Comments	Fusion_Status
CDH1	0	MSKCC-DMP	P-0009469-T01-IM5	CDH1-intragenic	yes	unknown	NA	unknown	CDH1 (NM_004360) Rearrangement : c.303_387+2011del Note: The CDH1 (NM_004360) Rearrangement results in the intragenic deletion of exon3 of CDH1. one of the breakpoints is within exon3. Its functional significance is undetermined.	
PTEN	0	MSKCC-DMP	P-0005176-T01-IM5	PTEN-intragenic	yes	unknown	NA	unknown	PTEN (NM_000314) rearrangement: c.209+2245_c.853dup The PTEN (NM_000314) rearrangement is an intragenic duplication of exons 4-8. One of the breakpoints is within exon 8. The functional significance is undetermined.	
RB1	0	MSKCC-DMP	P-0005176-T01-IM5	RB1-intragenic	yes	unknown	NA	in frame	RB1 (NM_000321) rearrangement: c.940-8_c.1695+7932dup The RB1 (NM_000321) rearrangement is an intragenic duplication of exons 10-17. The functional significance is undetermined.	
EP300	0	MSKCC-DMP	P-0005176-T01-IM5	EP300-intragenic	yes	unknown	NA	unknown	EP300 (NM_001429) rearrangement: c.3551_c.3672-734dup The EP300 (NM_001429) rearrangement is an intragenic duplication of exons 19-20. One of the breakpoints is within exon 19. The functional significance is undetermined.	
BRCA1	0	MSKCC-DMP	P-0002792-T01-IM3	SMAD3-BRCA1 fusion	yes	unknown	NA	unknown	null Note: BRCA1 - SMAD3 translocation is a translocation event in which 3 UTR of BRCA1 is fused to exons 7 to 9 of SMAD3 gene. Its functional significance is undetermined.	
SMAD3	0	MSKCC-DMP	P-0002792-T01-IM3	SMAD3-BRCA1 fusion	yes	unknown	NA	unknown	null Note: BRCA1 - SMAD3 translocation is a translocation event in which 3 UTR of BRCA1 is fused to exons 7 to 9 of SMAD3 gene. Its functional significance is undetermined.	
BRAF	0	MSKCC-DMP	P-0005109-T01-IM5	BRAF-intragenic	yes	unknown	NA	in frame	BRAF (NM_004333) rearrangement: c.504+6767_c.1140+2849del The BRAF (NM_004333) rearrangement is an intragenic deletion of exons 4-8, including the RAS-binding domain.	
EPHA4	0	MSKCC-DMP	P-0011440-T01-IM5	IRS1-EPHA4 fusion	yes	unknown	NA	unknown	IRS1 (NM_005544) rearrangement : chr2:g.221522284_c.1744:IRS1del Note: The IRS1 rearrangement event results in the deletion of IRS1 exon1. One of the breakpoints is within IRS1 exon1.	
IRS1	0	MSKCC-DMP	P-0011440-T01-IM5	IRS1-EPHA4 fusion	yes	unknown	NA	unknown	IRS1 (NM_005544) rearrangement : chr2:g.221522284_c.1744:IRS1del Note: The IRS1 rearrangement event results in the deletion of IRS1 exon1. One of the breakpoints is within IRS1 exon1.	
TACC3	0	MSKCC-DMP	P-0003097-T01-IM5	FGFR3-TACC3 fusion	yes	unknown	NA	in frame	null FGFR3 (NM_000142) exons 1-17 fused to TACC3 (NM_006342) exons 6-16	
FGFR3	0	MSKCC-DMP	P-0003097-T01-IM5	FGFR3-TACC3 fusion	yes	unknown	NA	in frame	null FGFR3 (NM_000142) exons 1-17 fused to TACC3 (NM_006342) exons 6-16	
ZFP64	0	MSKCC-DMP	P-0007014-T01-IM5	RAD51C-ZFP64 fusion	yes	unknown	NA	unknown	RAD51C (NM_058216) rearrangement: t(17;20)(q22;q13.2)(chr17:g.56809889::chr20:g.50920486) The RAD51C (NM_058216) rearrangement is a translocation which may result in the truncation of RAD51C. The functional significance is undetermined.	
RAD51C	0	MSKCC-DMP	P-0007014-T01-IM5	RAD51C-ZFP64 fusion	yes	unknown	NA	unknown	RAD51C (NM_058216) rearrangement: t(17;20)(q22;q13.2)(chr17:g.56809889::chr20:g.50920486) The RAD51C (NM_058216) rearrangement is a translocation which may result in the truncation of RAD51C. The functional significance is undetermined.	
KIT	0	MSKCC-DMP	P-0009106-T01-IM5	KDR-KIT fusion	yes	unknown	NA	unknown	KIT (NM_000222) - KDR (NM_002253) rearrangement: c.620-145:KIT_c.-115:KDRdup Note: The KIT (NM_000222) - KDR (NM_002253) rearrangement results in the duplication of KIT exons 4-21 and the entire coding region of KDR. The functional significance of this rearrangement is undetermined.	
KDR	0	MSKCC-DMP	P-0009106-T01-IM5	KDR-KIT fusion	yes	unknown	NA	unknown	KIT (NM_000222) - KDR (NM_002253) rearrangement: c.620-145:KIT_c.-115:KDRdup Note: The KIT (NM_000222) - KDR (NM_002253) rearrangement results in the duplication of KIT exons 4-21 and the entire coding region of KDR. The functional significance of this rearrangement is undetermined.	
PTEN	0	MSKCC-DMP	P-0000447-T01-IM3	PTEN-intragenic	yes	unknown	NA	unknown	null	
TP53	0	MSKCC-DMP	P-0004827-T01-IM5	TP53-intragenic	yes	unknown	NA	unknown	TP53 (NM_000546) rearrangement : c.-28-1339_97-1del Note: The TP53 (NM_000546) rearrangement event results in the intragenic deletion of TP53 exons 2-3.	
USP34	0	MSKCC-DMP	P-0004827-T01-IM5	XPO1-USP34 fusion	yes	unknown	NA	in frame	XPO1 (NM_003400) - USP34 (NM_014709) rearrangement : c.590+39:XPO1_c.8840+827:USP34del Note: The XPO1 (NM_003400) - USP34 (NM_014709) rearrangement event is a deletion which results in the fusion of XPO1 exons 1-7 with USP34 exons 70-80.	
XPO1	0	MSKCC-DMP	P-0004827-T01-IM5	XPO1-USP34 fusion	yes	unknown	NA	in frame	XPO1 (NM_003400) - USP34 (NM_014709) rearrangement : c.590+39:XPO1_c.8840+827:USP34del Note: The XPO1 (NM_003400) - USP34 (NM_014709) rearrangement event is a deletion which results in the fusion of XPO1 exons 1-7 with USP34 exons 70-80.	
EGFR	0	MSKCC-DMP	P-0008257-T01-IM5	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) vIII intragenic deletion:c.88+44152_c.889+293del Note: The EGFR vIII intragenic deletion has low read support. Confirmatory testing by an alternate method is suggested, if clinically indicated.	
HIST1H4B	0	MSKCC-DMP	P-0005855-T01-IM5	HIST1H3B-HIST1H4B fusion	yes	unknown	NA	unknown	HIST1H3B (NM_003537) rearrangement: c.103:HIST1H3B_chr:6g.26025427dup The HIST1H3B (NM_003537) rearrangement is a duplication of HIST1H3B. One of the breakpoints is within exon1 of HIST1H3B. The functional significance is undetermined.	
HIST1H3B	0	MSKCC-DMP	P-0005855-T01-IM5	HIST1H3B-HIST1H4B fusion	yes	unknown	NA	unknown	HIST1H3B (NM_003537) rearrangement: c.103:HIST1H3B_chr:6g.26025427dup The HIST1H3B (NM_003537) rearrangement is a duplication of HIST1H3B. One of the breakpoints is within exon1 of HIST1H3B. The functional significance is undetermined.	
PAX5	0	MSKCC-DMP	P-0005855-T01-IM5	PAX5-intragenic	yes	unknown	NA	unknown	PAX5 (NM_016734) rearrangement: c.781-5874_c.866dup The PAX5 (NM_016734) rearrangement: is an intragenic duplication of exon 7. One of the breakpoints is within exon1 of PAX5.. The functional significance is undetermined.	
RAB9BP1	0	MSKCC-DMP	P-0008061-T01-IM5	APC-RAB9BP1 fusion	yes	unknown	NA	unknown	APC (NM_000038) rearrangement: chr5:g.104183424_c.797inv The APC (NM_000038) rearrangement is an inversion of APC exons 1-16. One of the breakpoints is within exon 16. The functional significance is undetermined.	
APC	0	MSKCC-DMP	P-0008061-T01-IM5	APC-RAB9BP1 fusion	yes	unknown	NA	unknown	APC (NM_000038) rearrangement: chr5:g.104183424_c.797inv The APC (NM_000038) rearrangement is an inversion of APC exons 1-16. One of the breakpoints is within exon 16. The functional significance is undetermined.	
ATRX	0	MSKCC-DMP	P-0008169-T01-IM5	ATRX-intragenic	yes	unknown	NA	unknown	ATRX (NM_000489)  rearrangement: c.3340_c.*303inv Note: The ATRX (NM_000489)  rearrangement in an inversion (173882 bp) of exons 9-35 of ATRX. The functional significance is undetermined	
ILVBL	0	MSKCC-DMP	P-0005121-T02-IM5	NOTCH3-ILVBL fusion	yes	unknown	NA	unknown	ILVBL (NM_006844) - NOTCH3 (NM_000435) rearrangement : c.34:ILBL_c.2793-49:NOTCH3dup Note: The ILVBL (NM_006844) - NOTCH3 (NM_000435) rearrangement results in the fusion of ILVBL exons 2-16 and NOTCH3 exons18-33. One of the breakpoints is within ILVBL exon2.	
NOTCH3	0	MSKCC-DMP	P-0005121-T02-IM5	NOTCH3-ILVBL fusion	yes	unknown	NA	unknown	ILVBL (NM_006844) - NOTCH3 (NM_000435) rearrangement : c.34:ILBL_c.2793-49:NOTCH3dup Note: The ILVBL (NM_006844) - NOTCH3 (NM_000435) rearrangement results in the fusion of ILVBL exons 2-16 and NOTCH3 exons18-33. One of the breakpoints is within ILVBL exon2.	
KIAA1549	0	MSKCC-DMP	P-0005121-T02-IM5	BRAF-KIAA1549 fusion	yes	unknown	NA	in frame	KIAA1549 (NM_001164665) - BRAF (NM_004333) fusion (KIAA1549 exons 1-15 with BRAF exons 9-18): c.4929+2454:KIAA1549_c.1140+2860:BRAFdup Note: The KIAA1549 (NM_001164665) - BRAF (NM_004333) fusion is predicted to be in-frame. The fusion includes the kinase domain of BRAF.	
BRAF	0	MSKCC-DMP	P-0005121-T02-IM5	BRAF-KIAA1549 fusion	yes	unknown	NA	in frame	KIAA1549 (NM_001164665) - BRAF (NM_004333) fusion (KIAA1549 exons 1-15 with BRAF exons 9-18): c.4929+2454:KIAA1549_c.1140+2860:BRAFdup Note: The KIAA1549 (NM_001164665) - BRAF (NM_004333) fusion is predicted to be in-frame. The fusion includes the kinase domain of BRAF.	
CHEK1	0	MSKCC-DMP	P-0011439-T01-IM5	CDON-CHEK1 fusion	yes	unknown	NA	unknown	CHEK1 (NM_001274) rearrangement : c.424+30:CHEK1_chr11:125970119del Note: The CHEK1 rearrangement event results in the deletion of CHEK1 exons 6-13.	
CDON	0	MSKCC-DMP	P-0011439-T01-IM5	CDON-CHEK1 fusion	yes	unknown	NA	unknown	CHEK1 (NM_001274) rearrangement : c.424+30:CHEK1_chr11:125970119del Note: The CHEK1 rearrangement event results in the deletion of CHEK1 exons 6-13.	
PALLD	0	MSKCC-DMP	P-0020649-T01-IM6	CTNNB1-PALLD fusion	yes	unknown	NA	unknown	CTNNB1 (NM_00190) - PALLD (NM_001166108) rearrangement: t(3;4)(p22.1;q32.3)(chr3:g.41275813::chr4:g.169820018) Note: The CTNNB1 - PALLD rearrangement is a translocation which may result in the truncation of CTNNB1 after exon 10. The functional significance is undetermined.	
CTNNB1	0	MSKCC-DMP	P-0020649-T01-IM6	CTNNB1-PALLD fusion	yes	unknown	NA	unknown	CTNNB1 (NM_00190) - PALLD (NM_001166108) rearrangement: t(3;4)(p22.1;q32.3)(chr3:g.41275813::chr4:g.169820018) Note: The CTNNB1 - PALLD rearrangement is a translocation which may result in the truncation of CTNNB1 after exon 10. The functional significance is undetermined.	
ARID1A	0	MSKCC-DMP	P-0020714-T01-IM6	ZDHHC18-ARID1A fusion	yes	unknown	NA	unknown	ARID1A (NM_006015) - ZDHHC18 (NM_032283) rearrangement: c.1085:ARID1A_c.336-405:ZDHHC18del Note: The ARID1A-ZDHHC18 rearrangement is a deletion which results in the fusion of ARID1A exon 1 with ZDHHC18 exons 2-18. The functional significance is undetermined.	
ZDHHC18	0	MSKCC-DMP	P-0020714-T01-IM6	ZDHHC18-ARID1A fusion	yes	unknown	NA	unknown	ARID1A (NM_006015) - ZDHHC18 (NM_032283) rearrangement: c.1085:ARID1A_c.336-405:ZDHHC18del Note: The ARID1A-ZDHHC18 rearrangement is a deletion which results in the fusion of ARID1A exon 1 with ZDHHC18 exons 2-18. The functional significance is undetermined.	
PRTN3	0	MSKCC-DMP	P-0020714-T01-IM6	DOT1L-PRTN3 fusion	yes	unknown	NA	unknown	DOT1L (NM_032482) - PRTN3 (NM_002777) rearrangement: c.697:DOT1L_c.369+306:PRTN3dup Note: The DOT1L-PRTN3 rearrangement is a duplication which results in the fusion of DOTL1L exons 8-28 with PRTN3 exons 1-3. One of the breakpoints is within DOTL1 exon 8. The functional significance is undetermined.	
DOT1L	0	MSKCC-DMP	P-0020714-T01-IM6	DOT1L-PRTN3 fusion	yes	unknown	NA	unknown	DOT1L (NM_032482) - PRTN3 (NM_002777) rearrangement: c.697:DOT1L_c.369+306:PRTN3dup Note: The DOT1L-PRTN3 rearrangement is a duplication which results in the fusion of DOTL1L exons 8-28 with PRTN3 exons 1-3. One of the breakpoints is within DOTL1 exon 8. The functional significance is undetermined.	
TONSL	0	MSKCC-DMP	P-0020714-T01-IM6	RECQL4-TONSL fusion	yes	unknown	NA	unknown	RECQL4 (NM_004260) - TONSL (NM_013432) rearrangement: c.1904:RECQL4_c.3559+39:TONSLdel Note: The RECQL4-TONSL rearrangement is a deletion which results in the fusion of RECQL exons 1-12 with TONSL 23-26. One of the breakpoints is within RECQL4 exon 12. The functional significance is undetermined.	
RECQL4	0	MSKCC-DMP	P-0020714-T01-IM6	RECQL4-TONSL fusion	yes	unknown	NA	unknown	RECQL4 (NM_004260) - TONSL (NM_013432) rearrangement: c.1904:RECQL4_c.3559+39:TONSLdel Note: The RECQL4-TONSL rearrangement is a deletion which results in the fusion of RECQL exons 1-12 with TONSL 23-26. One of the breakpoints is within RECQL4 exon 12. The functional significance is undetermined.	
SPATA18	0	MSKCC-DMP	P-0020986-T01-IM6	PDGFRA-SPATA18 fusion	yes	unknown	NA	unknown	PDGFRA (NM_006206) rearrangement: chr4:g.53132170_c.1238-110:PDGFRAdel Note: The PDGFRA rearrangement is a deletion of exons 1-8, which do no include the kinase domain. This deletion is observed along with the PDGFRA amplification. The functional significance is undetermined.	
PDGFRA	0	MSKCC-DMP	P-0020986-T01-IM6	PDGFRA-SPATA18 fusion	yes	unknown	NA	unknown	PDGFRA (NM_006206) rearrangement: chr4:g.53132170_c.1238-110:PDGFRAdel Note: The PDGFRA rearrangement is a deletion of exons 1-8, which do no include the kinase domain. This deletion is observed along with the PDGFRA amplification. The functional significance is undetermined.	
PELI2	0	MSKCC-DMP	P-0021255-T01-IM6	FLT3-PELI2 fusion	yes	unknown	NA	unknown	PELI2 (NM_021255) FLT3 (NM_004119) rearrangement: t(13,14)(q12.2,q22.3)(chr13:g.28608118::chr14:g.56582755) Note: The PELI2 - FLT3 rearrangement is a translocation which results in the fusion of PELI2 exons 1-6 with FLT3 exons 15-24. Its significance is undetermined.	
FLT3	0	MSKCC-DMP	P-0021255-T01-IM6	FLT3-PELI2 fusion	yes	unknown	NA	unknown	PELI2 (NM_021255) FLT3 (NM_004119) rearrangement: t(13,14)(q12.2,q22.3)(chr13:g.28608118::chr14:g.56582755) Note: The PELI2 - FLT3 rearrangement is a translocation which results in the fusion of PELI2 exons 1-6 with FLT3 exons 15-24. Its significance is undetermined.	
JAK2	0	MSKCC-DMP	P-0021454-T01-IM6	JAK2-intragenic	yes	unknown	NA	unknown	JAK2 (NM_004972) rearrangement: chr9:g.4932510_c.2480del Note: The JAK2 rearrangement results in the deletion of exons 1-19. One of the breakpoints is within exon 19.  Its significance is undetermined.	
AATK-AS1	0	MSKCC-DMP	P-0021471-T01-IM6	CREBBP-AATK-AS1 fusion	yes	unknown	NA	unknown	CREBBP (NM_004380) rearrangement: t(16;17)(p13.3;q25.3)(chr16:g.3788736::chr17:g.79143420) Note: The CREBBP rearrangement is a translocation that may result in a truncation of exons 26-31. The functional significance is undetermined.	
CREBBP	0	MSKCC-DMP	P-0021471-T01-IM6	CREBBP-AATK-AS1 fusion	yes	unknown	NA	unknown	CREBBP (NM_004380) rearrangement: t(16;17)(p13.3;q25.3)(chr16:g.3788736::chr17:g.79143420) Note: The CREBBP rearrangement is a translocation that may result in a truncation of exons 26-31. The functional significance is undetermined.	
LINC01309	0	MSKCC-DMP	P-0021503-T01-IM6	ATR-LINC01309 fusion	yes	unknown	NA	unknown	ATR (NM_001184) rearrangement: t(3;13)(q23;q33.1)(chr3:g.142188327::chr13:g.104696707) Note: The ATR rearrangement is a translocation that may result in a truncation of exons 38-47. One of the breakpoints is within exon 38.	
ATR	0	MSKCC-DMP	P-0021503-T01-IM6	ATR-LINC01309 fusion	yes	unknown	NA	unknown	ATR (NM_001184) rearrangement: t(3;13)(q23;q33.1)(chr3:g.142188327::chr13:g.104696707) Note: The ATR rearrangement is a translocation that may result in a truncation of exons 38-47. One of the breakpoints is within exon 38.	
TMPRSS2	0	MSKCC-DMP	P-0021503-T01-IM6	CAP2-TMPRSS2 fusion	yes	unknown	NA	unknown	TMPRSS2 (NM_001135099) rearrangment: t(6;21)(p22.3;q22.3)(chr6:g.17413047::chr21:g.42878352) Note: The TMPRSS2 rearrangement is a translocation that may result in a truncation of exons 2-14. The functional significance is undetermined	
CAP2	0	MSKCC-DMP	P-0021503-T01-IM6	CAP2-TMPRSS2 fusion	yes	unknown	NA	unknown	TMPRSS2 (NM_001135099) rearrangment: t(6;21)(p22.3;q22.3)(chr6:g.17413047::chr21:g.42878352) Note: The TMPRSS2 rearrangement is a translocation that may result in a truncation of exons 2-14. The functional significance is undetermined	
EGFR	0	MSKCC-DMP	P-0014006-T01-IM5	EGFR-intragenic	yes	unknown	NA	in frame	EGFR (NM_005228) vIII intrangenic deletion: c.89-24875_c.889+288del Note: The EGFR rearrangement is a vIII intragenic deletion.	
ARHGDIG	0	MSKCC-DMP	P-0013106-T01-IM5	AXIN1-ARHGDIG fusion	yes	unknown	NA	unknown	AXIN1 (NM_003502) rearrangement: chr16:g.331906_c.1116+53:AXIN1del Note: The AXIN1 rearrangement is a deletion of exons 5-11.	
AXIN1	0	MSKCC-DMP	P-0013106-T01-IM5	AXIN1-ARHGDIG fusion	yes	unknown	NA	unknown	AXIN1 (NM_003502) rearrangement: chr16:g.331906_c.1116+53:AXIN1del Note: The AXIN1 rearrangement is a deletion of exons 5-11.	
POLD1	0	MSKCC-DMP	P-0013106-T01-IM5	ZSCAN5A-POLD1 fusion	yes	unknown	NA	unknown	POLD1 (NM_002691) rearrangement: c.1757:POLD1_chr19:g.56784053del Note: The POLD1 rearrangement is a deletion of exons 14-27. One of the breakpoints is within exon 14.	
ZSCAN5A	0	MSKCC-DMP	P-0013106-T01-IM5	ZSCAN5A-POLD1 fusion	yes	unknown	NA	unknown	POLD1 (NM_002691) rearrangement: c.1757:POLD1_chr19:g.56784053del Note: The POLD1 rearrangement is a deletion of exons 14-27. One of the breakpoints is within exon 14.	
ARID1B	0	MSKCC-DMP	P-0005180-T01-IM5	ARID1B-intragenic	yes	unknown	NA	unknown	ARID1B (NM_020732) rearrangement: c.3025_c.6093del The ARID1B (NM_020732) rearrangement is an intragenic deletion of exons 11-20. One of the breakpoints is within exon 20. The functional significance is undetermined.	
CASC15	0	MSKCC-DMP	P-0020592-T01-IM6	ROS1-CASC15 fusion	yes	unknown	NA	unknown	ROS1 (NM_002944) rearrangement: g.21888762_c.5367-710del Note: The ROS1 rearrangement results in the deletion of exons 33-43. The functional significance is undetermined.	
ROS1	0	MSKCC-DMP	P-0020592-T01-IM6	ROS1-CASC15 fusion	yes	unknown	NA	unknown	ROS1 (NM_002944) rearrangement: g.21888762_c.5367-710del Note: The ROS1 rearrangement results in the deletion of exons 33-43. The functional significance is undetermined.	
ALK	0	MSKCC-DMP	P-0021532-T01-IM6	ALK-intragenic	yes	unknown	NA	unknown	ALK (NM_004304) rearrangement c.2432_c.2356-1311del Note: The ALK rearrangement is an intragenic deletion of exon 14. One of the breakpoints is within exon. The functional significance is undetermined.	
ERBB2	0	MSKCC-DMP	P-0021528-T01-IM6	ERBB2-intragenic	yes	unknown	NA	unknown	ERBB2 (NM_004448) rearrangement: c.2970+6_c.*1538del Note: The ERBB2 rearrangement is a deletion which includes exons 25-27 of ERBB2. The functional significance is undetermined.	
NOTCH3	0	MSKCC-DMP	P-0021841-T01-IM6	NFYC-NOTCH3 fusion	yes	unknown	NA	unknown	NOTCH3 (NM_000435) Rearrangement : t(1,19)(p34.2,p13.12)(chr1:g.41208968::chr19:g.15276321) Note: The NOTCH3 Rearrangement results in the possible truncation of NOTCH3. One of the breakpoint is within exon31. Its functional significance is undetermined.	
NFYC	0	MSKCC-DMP	P-0021841-T01-IM6	NFYC-NOTCH3 fusion	yes	unknown	NA	unknown	NOTCH3 (NM_000435) Rearrangement : t(1,19)(p34.2,p13.12)(chr1:g.41208968::chr19:g.15276321) Note: The NOTCH3 Rearrangement results in the possible truncation of NOTCH3. One of the breakpoint is within exon31. Its functional significance is undetermined.	
TMTC1	0	MSKCC-DMP	P-0022001-T01-IM6	KMT2D-TMTC1 fusion	yes	unknown	NA	unknown	KMT2D (NM_003482) - TMTC1 (NM_001193451) rearrangement: c.7319:KMT2D_c.480+656:TMTC1del Note: The KMT2D - TMTC1 rearrangement is a deletion which results in the fusion of KMT2D exons 1-31 with TMTC1 exons 3-18. One of the breakpoints is within KMT2D exon 31. Its functional significance is undetermined.	
KMT2D	0	MSKCC-DMP	P-0022001-T01-IM6	KMT2D-TMTC1 fusion	yes	unknown	NA	unknown	KMT2D (NM_003482) - TMTC1 (NM_001193451) rearrangement: c.7319:KMT2D_c.480+656:TMTC1del Note: The KMT2D - TMTC1 rearrangement is a deletion which results in the fusion of KMT2D exons 1-31 with TMTC1 exons 3-18. One of the breakpoints is within KMT2D exon 31. Its functional significance is undetermined.	
MTAP	0	MSKCC-DMP	P-0022001-T01-IM6	CDKN2B-MTAP fusion	yes	unknown	NA	unknown	CDKN2B (NM_004936) rearrangement: c.156+733:CDKN2B_chr9:g.21866156del Note: The CDKN2B rearrangement is a deletion of exon 2. Its functional significance is undetermined.	
CDKN2B	0	MSKCC-DMP	P-0022001-T01-IM6	CDKN2B-MTAP fusion	yes	unknown	NA	unknown	CDKN2B (NM_004936) rearrangement: c.156+733:CDKN2B_chr9:g.21866156del Note: The CDKN2B rearrangement is a deletion of exon 2. Its functional significance is undetermined.	
NOTCH1	0	MSKCC-DMP	P-0022502-T01-IM6	NOTCH1-intragenic	yes	unknown	NA	unknown	NOTCH1 (NM_017617) Rearrangement : c.4068_c.4967del Note: The NOTCH1 Rearrangement results in the deletion of exons 25-26 of NOTCH1. The breakpoints are within exon25 and exon26 respectively.Its functional significance is undetermined.	
LINC00550	0	MSKCC-DMP	P-0022510-T01-IM6	NOTCH1-LINC00550 fusion	yes	unknown	NA	unknown	NOTCH1 (NM_017617) Rearrangement : t(9;13)(q34.3;q21.33)(chr9:g.139401293::chr13:g.68806611) Note : The NOTCH1 Rearrangement results in the possible truncation of NOTCH1. One of the breakpoints is within exon23. Its functional significance is undetermined.	
NOTCH1	0	MSKCC-DMP	P-0022510-T01-IM6	NOTCH1-LINC00550 fusion	yes	unknown	NA	unknown	NOTCH1 (NM_017617) Rearrangement : t(9;13)(q34.3;q21.33)(chr9:g.139401293::chr13:g.68806611) Note : The NOTCH1 Rearrangement results in the possible truncation of NOTCH1. One of the breakpoints is within exon23. Its functional significance is undetermined.	
FYN	0	MSKCC-DMP	P-0022788-T01-IM6	SEC24B-AS1-FYN fusion	yes	unknown	NA	unknown	FYN (NM_153047) rearrangement: t(4;6)(q25;q21)(chr4:g.110248314::chr6:g.112025245) Note: The FYN rearrangement is a translocation that may result in a truncation of exons 4-11. One of the breakpoints is within exon 4. The functional significance is undetermined.	
SEC24B-AS1	0	MSKCC-DMP	P-0022788-T01-IM6	SEC24B-AS1-FYN fusion	yes	unknown	NA	unknown	FYN (NM_153047) rearrangement: t(4;6)(q25;q21)(chr4:g.110248314::chr6:g.112025245) Note: The FYN rearrangement is a translocation that may result in a truncation of exons 4-11. One of the breakpoints is within exon 4. The functional significance is undetermined.	
MGA	0	MSKCC-DMP	P-0022688-T01-IM6	LRRC49-MGA fusion	yes	unknown	NA	unknown	LRRC49 (NM_001199017) - MGA (NM_001164273) rearrangement: c.515+1095:LRRC49_c.8623:MGAdup Note: The LRRC49 - MGA rearrangement is a duplication which results in the fusion of LRRC49 exons 1-6 with MGA exon 24. One of the breakpoints is within MGA exon 24. Its functional significance is undetermined.	
LRRC49	0	MSKCC-DMP	P-0022688-T01-IM6	LRRC49-MGA fusion	yes	unknown	NA	unknown	LRRC49 (NM_001199017) - MGA (NM_001164273) rearrangement: c.515+1095:LRRC49_c.8623:MGAdup Note: The LRRC49 - MGA rearrangement is a duplication which results in the fusion of LRRC49 exons 1-6 with MGA exon 24. One of the breakpoints is within MGA exon 24. Its functional significance is undetermined.	
GATA3	0	MSKCC-DMP	P-0023194-T01-IM6	GATA3-intragenic	yes	unknown	NA	unknown	GATA3 (NM_002051) rearrangement: c.242-736_c.772del Note: The GATA3 rearrangement is an intragenic partial deletion of exon 3. One of the breakpoints is within exon 3. The functional significance is undetermined.	
TP53	0	MSKCC-DMP	P-0023194-T01-IM6	TP53-intragenic	yes	unknown	NA	unknown	TP53 (NM_000546) rearrangement: c.376-16_c.688del Note: The TP53 rearrangement is an intragenic deletion of exons 5-7. One of the breakpoints is within exon 7.	
FOXJ3	0	MSKCC-DMP	P-0023790-T01-IM6	NOTCH2-FOXJ3 fusion	yes	unknown	NA	unknown	NOTCH2 (NM_024408) Rearrangement : c.445-9076:FOXJ3_c.1541:NOTCH2inv Note: The NOTCH2 Rearrangement results in the inversion of exons 9-32. One of the breakpoints is within exon 9. Its functional significance is undetermined.	
NOTCH2	0	MSKCC-DMP	P-0023790-T01-IM6	NOTCH2-FOXJ3 fusion	yes	unknown	NA	unknown	NOTCH2 (NM_024408) Rearrangement : c.445-9076:FOXJ3_c.1541:NOTCH2inv Note: The NOTCH2 Rearrangement results in the inversion of exons 9-32. One of the breakpoints is within exon 9. Its functional significance is undetermined.	
MED24	0	MSKCC-DMP	P-0023790-T01-IM6	AXIN2-MED24 fusion	yes	unknown	NA	out of frame	AXIN1 (NM_004655) - MED24 (NM_014815) Rearrangement : c.1200+79:AXIN2_c.326+124:MED24del Note: The AXIN1 - MED24 Rearrangement results in the fusion of exons 1-5 of AXIN1with exons 6-26 of MED24. Its functional significance is undetermined.	
AXIN2	0	MSKCC-DMP	P-0023790-T01-IM6	AXIN2-MED24 fusion	yes	unknown	NA	out of frame	AXIN1 (NM_004655) - MED24 (NM_014815) Rearrangement : c.1200+79:AXIN2_c.326+124:MED24del Note: The AXIN1 - MED24 Rearrangement results in the fusion of exons 1-5 of AXIN1with exons 6-26 of MED24. Its functional significance is undetermined.	
CALR	0	MSKCC-DMP	P-0023749-T01-IM6	FAM169A-CALR fusion	yes	unknown	NA	in frame	FAM169A (NM_015566) - CALR (NM_004343) rearrangement: t(5;19)(q13.3;p13.2)(chr5:g74082385::chr19:g.13054335) Note: The FAM169A - CALR rearrangement is a translocation that results in the fusion of FAM169A exons 1-11 with CALR exons 8-9. The functional significance is undetermined.	
FAM169A	0	MSKCC-DMP	P-0023749-T01-IM6	FAM169A-CALR fusion	yes	unknown	NA	in frame	FAM169A (NM_015566) - CALR (NM_004343) rearrangement: t(5;19)(q13.3;p13.2)(chr5:g74082385::chr19:g.13054335) Note: The FAM169A - CALR rearrangement is a translocation that results in the fusion of FAM169A exons 1-11 with CALR exons 8-9. The functional significance is undetermined.	
EWSR1	0	MSKCC-DMP	P-0000227-T01-IM3	ATF1-EWSR1 fusion	yes	unknown	NA	in frame	EWSR1 (NM_005243) - ATF1 (NM_005171.4) Translocation  t(22;12)(q12.2;q13.12)(c.974+1097_c.195-2341)	
ATF1	0	MSKCC-DMP	P-0000227-T01-IM3	ATF1-EWSR1 fusion	yes	unknown	NA	in frame	EWSR1 (NM_005243) - ATF1 (NM_005171.4) Translocation  t(22;12)(q12.2;q13.12)(c.974+1097_c.195-2341)	
AKAP4	0	MSKCC-DMP	P-0008537-T01-IM5	KDM5C-AKAP4 fusion	yes	unknown	NA	unknown	KDM5C (NM_004187) rearrangement: c.1117_chrX:g.49901746del Note: The KDM5C (NM_004187) rearrangement events results in the deletion of KDM5C exons 8-26 of KDM5C. One of the breakpoints is within KDM5C exon8.	
